src,trg
"young women wearing green bikini . a skateboard hanging out . is there a skateboard ?","G.add_edge(' women ',' wearing ') newline G.add_edge(' women ',' young ') newline G.add_edge(' bikini ',' green ') newline G.add_edge(' skateboard ',' out ',action=' hanging ') newline G.add_edge(' skateboard ',' hanging ') newline G.has_node(' skateboard ') newline"
"shirt on is tuning . does shirt sitting ?","G.add_edge(' shirt ',' tuning ',action=' is ') newline G.add_edge(' shirt ',' is ') newline G.has_edge(' shirt ',' sitting ') newline"
"man wearing in suit . does man wearing ?","G.add_edge(' man ',' suit ',action=' wearing ') newline G.add_edge(' man ',' wearing ') newline G.has_edge(' man ',' wearing ') newline"
"building holding heart . finishes a running down .","G.add_edge(' building ',' heart ',action=' holding ') newline G.add_edge(' building ',' holding ') newline G.add_edge(' finishes ',' down ',action=' running ') newline G.add_edge(' finishes ',' running ') newline"
"loader moving dirt . man the setting up . is there a relation between loader and dirt ?","G.add_edge(' loader ',' dirt ',action=' moving ') newline G.add_edge(' loader ',' moving ') newline G.add_edge(' man ',' up ',action=' setting ') newline G.add_edge(' man ',' setting ') newline G.has_edge(' loader ',' dirt ') newline"
"jersey is slam . is there a relation between jersey and slam ?","G.add_edge(' jersey ',' slam ',action=' is ') newline G.add_edge(' jersey ',' is ') newline G.has_edge(' jersey ',' slam ') newline"
"a man some holding flowers . another dog laying down . the driver points out . does dog laying ?","G.add_edge(' man ',' flowers ',action=' holding ') newline G.add_edge(' man ',' holding ') newline G.add_edge(' dog ',' down ',action=' laying ') newline G.add_edge(' dog ',' laying ') newline G.add_edge(' driver ',' out ',action=' points ') newline G.add_edge(' driver ',' points ') newline G.has_edge(' dog ',' laying ') newline"
"brown outfit is crosscountry skiing . face a lit up . does face gets ?","G.add_edge(' outfit ',' is ') newline G.add_edge(' outfit ',' brown ') newline G.add_edge(' skiing ',' crosscountry ') newline G.add_edge(' face ',' up ',action=' lit ') newline G.add_edge(' face ',' lit ') newline G.has_edge(' face ',' gets ') newline"
"young boys wearing yellow jackets . with graffiti covered wall . a shirt on is singing . does graffiti covered ?","G.add_edge(' boys ',' wearing ') newline G.add_edge(' boys ',' young ') newline G.add_edge(' jackets ',' yellow ') newline G.add_edge(' graffiti ',' wall ',action=' covered ') newline G.add_edge(' graffiti ',' covered ') newline G.add_edge(' shirt ',' singing ',action=' is ') newline G.add_edge(' shirt ',' is ') newline G.has_edge(' graffiti ',' covered ') newline"
"with drinks looking out .","G.add_edge(' drinks ',' out ',action=' looking ') newline G.add_edge(' drinks ',' looking ') newline"
"plywood wearing blue sunglasses . how is plywood ? how is sunglasses ?","G.add_edge(' plywood ',' wearing ') newline  G.add_edge(' sunglasses ',' blue ') newline  G.has_edge(' sunglasses ',' blue ') newline"
"suit playing bagpipes . other people are asian bicycling . does suit playing ?","G.add_edge(' suit ',' bagpipes ',action=' playing ') newline G.add_edge(' suit ',' playing ') newline G.add_edge(' people ',' are ') newline G.add_edge(' people ',' other ') newline G.add_edge(' bicycling ',' asian ') newline G.has_edge(' suit ',' playing ') newline"
"a race wearing helmets . yellow suit is outside smoking . person jumping off . does person jumping ?","G.add_edge(' race ',' helmets ',action=' wearing ') newline G.add_edge(' race ',' wearing ') newline G.add_edge(' suit ',' is ') newline G.add_edge(' suit ',' yellow ') newline G.add_edge(' smoking ',' outside ') newline G.add_edge(' person ',' off ',action=' jumping ') newline G.add_edge(' person ',' jumping ') newline G.has_edge(' person ',' jumping ') newline"
"past someone holding yellow sunflower . of men play soccer . blue gloves collecting black trash . is there a men ? how is gloves ? how is trash ?","G.add_edge(' someone ',' holding ') newline G.add_edge(' someone ',' past ') newline G.add_edge(' sunflower ',' yellow ') newline G.add_edge(' men ',' soccer ',action=' play ') newline G.add_edge(' men ',' play ') newline G.add_edge(' gloves ',' collecting ') newline G.add_edge(' gloves ',' blue ') newline G.add_edge(' trash ',' black ') newline G.has_node(' men ') newline G.has_edge(' gloves ',' blue ') newline G.has_edge(' trash ',' black ') newline"
"a boy sitting backwards .","G.add_edge(' boy ',' backwards ',action=' sitting ') newline G.add_edge(' boy ',' sitting ') newline"
"lifeguards teaching swimming . does lifeguards watch ?","G.add_edge(' lifeguards ',' swimming ',action=' teaching ') newline G.add_edge(' lifeguards ',' teaching ') newline G.has_edge(' lifeguards ',' watch ') newline"
"with beards standing up . young man running barefoot . woman of jumping over . how is man ? how is barefoot ?","G.add_edge(' beards ',' up ',action=' standing ') newline G.add_edge(' beards ',' standing ') newline G.add_edge(' man ',' running ') newline G.add_edge(' man ',' young ') newline  G.add_edge(' woman ',' over ',action=' jumping ') newline G.add_edge(' woman ',' jumping ') newline G.has_edge(' man ',' young ') newline "
"few men play trumpet .","G.add_edge(' men ',' play ') newline G.add_edge(' men ',' few ') newline "
"a couple performing dance . is there a relation between couple and dance ?","G.add_edge(' couple ',' dance ',action=' performing ') newline G.add_edge(' couple ',' performing ') newline G.has_edge(' couple ',' dance ') newline"
"a dog while shaking off . purple shirt shuffles cards .","G.add_edge(' dog ',' off ',action=' shaking ') newline G.add_edge(' dog ',' shaking ') newline G.add_edge(' shirt ',' shuffles ') newline G.add_edge(' shirt ',' purple ') newline "
"shoe runs uphill . women play volleyball . does women play ?","G.add_edge(' shoe ',' uphill ',action=' runs ') newline G.add_edge(' shoe ',' runs ') newline G.add_edge(' women ',' volleyball ',action=' play ') newline G.add_edge(' women ',' play ') newline G.has_edge(' women ',' play ') newline"
"with medium sized child . does medium sized ?","G.add_edge(' medium ',' child ',action=' sized ') newline G.add_edge(' medium ',' sized ') newline G.has_edge(' medium ',' sized ') newline"
"a building while taking pictures .","G.add_edge(' building ',' pictures ',action=' taking ') newline G.add_edge(' building ',' taking ') newline"
"woman while holding hands . on plastic wading pool . player passes off . is there a relation between woman and hands ? is there a player ?","G.add_edge(' woman ',' hands ',action=' holding ') newline G.add_edge(' woman ',' holding ') newline G.add_edge(' plastic ',' pool ',action=' wading ') newline G.add_edge(' plastic ',' wading ') newline G.add_edge(' player ',' off ',action=' passes ') newline G.add_edge(' player ',' passes ') newline G.has_edge(' woman ',' hands ') newline G.has_node(' player ') newline"
"young man wearing white sunglasses . small band displays patriotism . how is band ? how is patriotism ?","G.add_edge(' man ',' wearing ') newline G.add_edge(' man ',' young ') newline G.add_edge(' sunglasses ',' white ') newline G.add_edge(' band ',' displays ') newline G.add_edge(' band ',' small ') newline  G.has_edge(' band ',' small ') newline "
"haggard while looking redhead . plastic gloves cleans pretend dishes . young people wearing white aprons . is there a relation between haggard and redhead ? how is people ? how is aprons ?","G.add_edge(' haggard ',' redhead ',action=' looking ') newline G.add_edge(' haggard ',' looking ') newline G.add_edge(' gloves ',' cleans ') newline G.add_edge(' gloves ',' plastic ') newline G.add_edge(' dishes ',' pretend ') newline G.add_edge(' people ',' wearing ') newline G.add_edge(' people ',' young ') newline G.add_edge(' aprons ',' white ') newline G.has_edge(' haggard ',' redhead ') newline G.has_edge(' people ',' young ') newline G.has_edge(' aprons ',' white ') newline"
"several men wearing tuxedos . how is tuxedos ?","G.add_edge(' men ',' wearing ') newline G.add_edge(' men ',' several ') newline  "
"chefs preparing food . young boys fetching murky water . is there a chefs ? how is water ?","G.add_edge(' chefs ',' food ',action=' preparing ') newline G.add_edge(' chefs ',' preparing ') newline G.add_edge(' boys ',' fetching ') newline G.add_edge(' boys ',' young ') newline G.add_edge(' water ',' murky ') newline G.has_node(' chefs ') newline G.has_edge(' water ',' murky ') newline"
"boy looking back . young toddler helping top mix . does boy wearing ?","G.add_edge(' boy ',' back ',action=' looking ') newline G.add_edge(' boy ',' looking ') newline G.add_edge(' toddler ',' helping ') newline G.add_edge(' toddler ',' young ') newline G.add_edge(' mix ',' top ') newline G.has_edge(' boy ',' wearing ') newline"
"grass looking up .","G.add_edge(' grass ',' up ',action=' looking ') newline G.add_edge(' grass ',' looking ') newline"
"vertical ladder making present something . of people working together . does people working ?","G.add_edge(' ladder ',' making ') newline G.add_edge(' ladder ',' vertical ') newline G.add_edge(' something ',' present ') newline G.add_edge(' people ',' together ',action=' working ') newline G.add_edge(' people ',' working ') newline G.has_edge(' people ',' working ') newline"
"scarves a tied around . brown holding crying few baby . shorts walks down . does scarves tied ? is there a shorts ?","G.add_edge(' scarves ',' around ',action=' tied ') newline G.add_edge(' scarves ',' tied ') newline G.add_edge(' holding ',' crying ') newline G.add_edge(' holding ',' brown ') newline G.add_edge(' baby ',' few ') newline G.add_edge(' shorts ',' down ',action=' walks ') newline G.add_edge(' shorts ',' walks ') newline G.has_edge(' scarves ',' tied ') newline G.has_node(' shorts ') newline"
"pedestrian path wearing striped shorts .","G.add_edge(' path ',' wearing ') newline G.add_edge(' path ',' pedestrian ') newline G.add_edge(' shorts ',' striped ') newline"
"shirtless skateboarder takes advantage . a man shakes hand . does man shakes ?","G.add_edge(' skateboarder ',' takes ') newline G.add_edge(' skateboarder ',' shirtless ') newline  G.add_edge(' man ',' hand ',action=' shakes ') newline G.add_edge(' man ',' shakes ') newline G.has_edge(' man ',' shakes ') newline"
"young man wearing young boys . boy using plastic . children while walking down .","G.add_edge(' man ',' wearing ') newline G.add_edge(' man ',' young ') newline G.add_edge(' boys ',' young ') newline G.add_edge(' boy ',' plastic ',action=' using ') newline G.add_edge(' boy ',' using ') newline G.add_edge(' children ',' down ',action=' walking ') newline G.add_edge(' children ',' walking ') newline"
"few kids doing exercises . snow covered mountain . how is kids ? how is exercises ?","G.add_edge(' kids ',' doing ') newline G.add_edge(' kids ',' few ') newline  G.add_edge(' snow ',' mountain ',action=' covered ') newline G.add_edge(' snow ',' covered ') newline G.has_edge(' kids ',' few ') newline "
"gloved workers wearing hard hats . how is hats ?","G.add_edge(' workers ',' wearing ') newline G.add_edge(' workers ',' gloved ') newline G.add_edge(' hats ',' hard ') newline G.has_edge(' hats ',' hard ') newline"
"a child while carrying something . does child carrying ?","G.add_edge(' child ',' something ',action=' carrying ') newline G.add_edge(' child ',' carrying ') newline G.has_edge(' child ',' carrying ') newline"
"grim day care center . man is asleep . how is day ? how is center ? does man climbs ?","G.add_edge(' day ',' care ') newline G.add_edge(' day ',' grim ') newline  G.add_edge(' man ',' asleep ',action=' is ') newline G.add_edge(' man ',' is ') newline G.has_edge(' day ',' grim ') newline  G.has_edge(' man ',' climbs ') newline"
"the snow covered tree . a company cutting plastic . people walking down . does company cutting ?","G.add_edge(' snow ',' tree ',action=' covered ') newline G.add_edge(' snow ',' covered ') newline G.add_edge(' company ',' plastic ',action=' cutting ') newline G.add_edge(' company ',' cutting ') newline G.add_edge(' people ',' down ',action=' walking ') newline G.add_edge(' people ',' walking ') newline G.has_edge(' company ',' cutting ') newline"
"green jersey playing white soccer . how is jersey ? how is soccer ?","G.add_edge(' jersey ',' playing ') newline G.add_edge(' jersey ',' green ') newline G.add_edge(' soccer ',' white ') newline G.has_edge(' jersey ',' green ') newline G.has_edge(' soccer ',' white ') newline"
"green cart buying small grocery . a person on is show . orange shirt dumps bottled water . how is grocery ?","G.add_edge(' cart ',' buying ') newline G.add_edge(' cart ',' green ') newline G.add_edge(' grocery ',' small ') newline G.add_edge(' person ',' show ',action=' is ') newline G.add_edge(' person ',' is ') newline G.add_edge(' shirt ',' dumps ') newline G.add_edge(' shirt ',' orange ') newline G.add_edge(' water ',' bottled ') newline G.has_edge(' grocery ',' small ') newline"
"small store called la . of hikers walking up . how is la ?","G.add_edge(' store ',' called ') newline G.add_edge(' store ',' small ') newline  G.add_edge(' hikers ',' up ',action=' walking ') newline G.add_edge(' hikers ',' walking ') newline "
"stone on paved sidewalk .","G.add_edge(' stone ',' sidewalk ',action=' paved ') newline G.add_edge(' stone ',' paved ') newline"
"a field another playing football . is there a field ?","G.add_edge(' field ',' football ',action=' playing ') newline G.add_edge(' field ',' playing ') newline G.has_node(' field ') newline"
"boy play tea . does boy play ?","G.add_edge(' boy ',' tea ',action=' play ') newline G.add_edge(' boy ',' play ') newline G.has_edge(' boy ',' play ') newline"
"no shirt another looks down . white shirt doing male construction . is there a shirt ? how is construction ?","G.add_edge(' shirt ',' down ',action=' looks ') newline G.add_edge(' shirt ',' looks ') newline G.add_edge(' shirt ',' doing ') newline G.add_edge(' shirt ',' white ') newline G.add_edge(' construction ',' male ') newline G.has_node(' shirt ') newline G.has_edge(' construction ',' male ') newline"
"brown dogs fetch large sticks . right hand covering busy part .","G.add_edge(' dogs ',' fetch ') newline G.add_edge(' dogs ',' brown ') newline G.add_edge(' sticks ',' large ') newline G.add_edge(' hand ',' covering ') newline G.add_edge(' hand ',' right ') newline G.add_edge(' part ',' busy ') newline"
"with cars while holding up . of men playing music .","G.add_edge(' cars ',' up ',action=' holding ') newline G.add_edge(' cars ',' holding ') newline G.add_edge(' men ',' music ',action=' playing ') newline G.add_edge(' men ',' playing ') newline"
"of children sit together . many people wearing red bathing .","G.add_edge(' children ',' together ',action=' sit ') newline G.add_edge(' children ',' sit ') newline G.add_edge(' people ',' wearing ') newline G.add_edge(' people ',' many ') newline G.add_edge(' bathing ',' red ') newline"
"other people using computers .","G.add_edge(' people ',' using ') newline G.add_edge(' people ',' other ') newline "
"street wearing sunglasses . deep snow covered snowy peaks . how is peaks ?","G.add_edge(' street ',' sunglasses ',action=' wearing ') newline G.add_edge(' street ',' wearing ') newline G.add_edge(' snow ',' covered ') newline G.add_edge(' snow ',' deep ') newline G.add_edge(' peaks ',' snowy ') newline G.has_edge(' peaks ',' snowy ') newline"
"men wearing hats . young woman wearing white sunglasses . a woman slipping backwards .","G.add_edge(' men ',' hats ',action=' wearing ') newline G.add_edge(' men ',' wearing ') newline G.add_edge(' woman ',' wearing ') newline G.add_edge(' woman ',' young ') newline G.add_edge(' sunglasses ',' white ') newline G.add_edge(' woman ',' backwards ',action=' slipping ') newline G.add_edge(' woman ',' slipping ') newline"
"teens are outside smoking . big man wearing dark glasses . dog from jumping over . how is teens ? how is smoking ? does dog leaps ?","G.add_edge(' teens ',' are ') newline  G.add_edge(' smoking ',' outside ') newline G.add_edge(' man ',' wearing ') newline G.add_edge(' man ',' big ') newline G.add_edge(' glasses ',' dark ') newline G.add_edge(' dog ',' over ',action=' jumping ') newline G.add_edge(' dog ',' jumping ') newline  G.has_edge(' smoking ',' outside ') newline G.has_edge(' dog ',' leaps ') newline"
"onto poles skiing down . of children wearing brightly . is there a children ?","G.add_edge(' poles ',' down ',action=' skiing ') newline G.add_edge(' poles ',' skiing ') newline G.add_edge(' children ',' brightly ',action=' wearing ') newline G.add_edge(' children ',' wearing ') newline G.has_node(' children ') newline"
"a road chasing sheep .","G.add_edge(' road ',' sheep ',action=' chasing ') newline G.add_edge(' road ',' chasing ') newline"
"arms spread wide . blond woman are jogging .","G.add_edge(' arms ',' wide ',action=' spread ') newline G.add_edge(' arms ',' spread ') newline G.add_edge(' woman ',' are ') newline G.add_edge(' woman ',' blond ') newline "
"young man wearing brown slacks . how is slacks ?","G.add_edge(' man ',' wearing ') newline G.add_edge(' man ',' young ') newline G.add_edge(' slacks ',' brown ') newline G.has_edge(' slacks ',' brown ') newline"
"long building labeled fisher . women carrying items . how is fisher ?","G.add_edge(' building ',' labeled ') newline G.add_edge(' building ',' long ') newline  G.add_edge(' women ',' items ',action=' carrying ') newline G.add_edge(' women ',' carrying ') newline "
"the players shake hands . tye dyed bras . is there a players ? does tye dyed ?","G.add_edge(' players ',' hands ',action=' shake ') newline G.add_edge(' players ',' shake ') newline G.add_edge(' tye ',' bras ',action=' dyed ') newline G.add_edge(' tye ',' dyed ') newline G.has_node(' players ') newline G.has_edge(' tye ',' dyed ') newline"
"a dress another looks very .","G.add_edge(' dress ',' very ',action=' looks ') newline G.add_edge(' dress ',' looks ') newline"
"bearded man wearing red-rimmed glasses .","G.add_edge(' man ',' wearing ') newline G.add_edge(' man ',' bearded ') newline G.add_edge(' glasses ',' red-rimmed ') newline"
"black woman wearing blue shorts . van looking out . asian people go large ice . how is shorts ? is there a van ?","G.add_edge(' woman ',' wearing ') newline G.add_edge(' woman ',' black ') newline G.add_edge(' shorts ',' blue ') newline G.add_edge(' van ',' out ',action=' looking ') newline G.add_edge(' van ',' looking ') newline G.add_edge(' people ',' go ') newline G.add_edge(' people ',' asian ') newline G.add_edge(' ice ',' large ') newline G.has_edge(' shorts ',' blue ') newline G.has_node(' van ') newline"
"woman some hold up . couple enjoys time . microphone making espresso .","G.add_edge(' woman ',' up ',action=' hold ') newline G.add_edge(' woman ',' hold ') newline G.add_edge(' couple ',' time ',action=' enjoys ') newline G.add_edge(' couple ',' enjoys ') newline G.add_edge(' microphone ',' espresso ',action=' making ') newline G.add_edge(' microphone ',' making ') newline"
"large tan colored black dog . white shirt is large rock . another child that is brushing . how is shirt ? how is rock ?","G.add_edge(' tan ',' colored ') newline G.add_edge(' tan ',' large ') newline G.add_edge(' dog ',' black ') newline G.add_edge(' shirt ',' is ') newline G.add_edge(' shirt ',' white ') newline G.add_edge(' rock ',' large ') newline G.add_edge(' child ',' brushing ',action=' is ') newline G.add_edge(' child ',' is ') newline G.has_edge(' shirt ',' white ') newline G.has_edge(' rock ',' large ') newline"
"dark colors running far left . main street waving small flags .","G.add_edge(' colors ',' running ') newline G.add_edge(' colors ',' dark ') newline G.add_edge(' left ',' far ') newline G.add_edge(' street ',' waving ') newline G.add_edge(' street ',' main ') newline G.add_edge(' flags ',' small ') newline"
"a man shoveling sidewalk . caucasian adults playing twister . little girl wearfing bright pink . does man shoveling ? how is girl ? how is pink ?","G.add_edge(' man ',' sidewalk ',action=' shoveling ') newline G.add_edge(' man ',' shoveling ') newline G.add_edge(' adults ',' playing ') newline G.add_edge(' adults ',' caucasian ') newline  G.add_edge(' girl ',' wearfing ') newline G.add_edge(' girl ',' little ') newline G.add_edge(' pink ',' bright ') newline G.has_edge(' man ',' shoveling ') newline G.has_edge(' girl ',' little ') newline G.has_edge(' pink ',' bright ') newline"
"jacket pouring water . dog jumping over . older man wearing black gloves . does jacket turning ? is there a dog ? how is gloves ?","G.add_edge(' jacket ',' water ',action=' pouring ') newline G.add_edge(' jacket ',' pouring ') newline G.add_edge(' dog ',' over ',action=' jumping ') newline G.add_edge(' dog ',' jumping ') newline G.add_edge(' man ',' wearing ') newline G.add_edge(' man ',' older ') newline G.add_edge(' gloves ',' black ') newline G.has_edge(' jacket ',' turning ') newline G.has_node(' dog ') newline G.has_edge(' gloves ',' black ') newline"
"woman of kicking head . huge saw cutting old wood .","G.add_edge(' woman ',' head ',action=' kicking ') newline G.add_edge(' woman ',' kicking ') newline G.add_edge(' saw ',' cutting ') newline G.add_edge(' saw ',' huge ') newline G.add_edge(' wood ',' old ') newline"
"while people while walking down . is there a relation between people and down ?","G.add_edge(' people ',' down ',action=' walking ') newline G.add_edge(' people ',' walking ') newline G.has_edge(' people ',' down ') newline"
"with hats smoothing out . windsurfer falls off . a vest spits fire . is there a hats ?","G.add_edge(' hats ',' out ',action=' smoothing ') newline G.add_edge(' hats ',' smoothing ') newline G.add_edge(' windsurfer ',' off ',action=' falls ') newline G.add_edge(' windsurfer ',' falls ') newline G.add_edge(' vest ',' fire ',action=' spits ') newline G.add_edge(' vest ',' spits ') newline G.has_node(' hats ') newline"
"stands looking down . serpentine shaped sculpture . older child is brushing . is there a relation between stands and down ? does serpentine shaped ? how is child ? how is brushing ?","G.add_edge(' stands ',' down ',action=' looking ') newline G.add_edge(' stands ',' looking ') newline G.add_edge(' serpentine ',' sculpture ',action=' shaped ') newline G.add_edge(' serpentine ',' shaped ') newline G.add_edge(' child ',' is ') newline G.add_edge(' child ',' older ') newline  G.has_edge(' stands ',' down ') newline G.has_edge(' serpentine ',' shaped ') newline G.has_edge(' child ',' older ') newline "
"minnesota grizzles player . men playing guitars . is there a men ?","G.add_edge(' minnesota ',' player ',action=' grizzles ') newline G.add_edge(' minnesota ',' grizzles ') newline G.add_edge(' men ',' guitars ',action=' playing ') newline G.add_edge(' men ',' playing ') newline G.has_node(' men ') newline"
"black kids doing exercises . ties stare out . how is exercises ? is there a relation between ties and out ?","G.add_edge(' kids ',' doing ') newline G.add_edge(' kids ',' black ') newline  G.add_edge(' ties ',' out ',action=' stare ') newline G.add_edge(' ties ',' stare ') newline  G.has_edge(' ties ',' out ') newline"
"a man climbing up .","G.add_edge(' man ',' up ',action=' climbing ') newline G.add_edge(' man ',' climbing ') newline"
"r block rides .","G.add_edge(' r ',' rides ',action=' block ') newline G.add_edge(' r ',' block ') newline"
"little girl holding red flowers .","G.add_edge(' girl ',' holding ') newline G.add_edge(' girl ',' little ') newline G.add_edge(' flowers ',' red ') newline"
"strawberry haired third guy . little girl kissing orange butterfly . bearded men wearing white hats . how is hats ?","G.add_edge(' strawberry ',' haired ') newline  G.add_edge(' guy ',' third ') newline G.add_edge(' girl ',' kissing ') newline G.add_edge(' girl ',' little ') newline G.add_edge(' butterfly ',' orange ') newline G.add_edge(' men ',' wearing ') newline G.add_edge(' men ',' bearded ') newline G.add_edge(' hats ',' white ') newline G.has_edge(' hats ',' white ') newline"
"free runner wearing bright orange . children recite something . does children stand ?","G.add_edge(' runner ',' wearing ') newline G.add_edge(' runner ',' free ') newline G.add_edge(' orange ',' bright ') newline G.add_edge(' children ',' something ',action=' recite ') newline G.add_edge(' children ',' recite ') newline G.has_edge(' children ',' stand ') newline"
"new roof observing cooking something . elderly woman sits concentrated reading . closeup blurred image . how is something ? how is reading ?","G.add_edge(' roof ',' observing ') newline G.add_edge(' roof ',' new ') newline G.add_edge(' something ',' cooking ') newline G.add_edge(' woman ',' sits ') newline G.add_edge(' woman ',' elderly ') newline G.add_edge(' reading ',' concentrated ') newline G.add_edge(' closeup ',' image ',action=' blurred ') newline G.add_edge(' closeup ',' blurred ') newline G.has_edge(' something ',' cooking ') newline G.has_edge(' reading ',' concentrated ') newline"
"of individuals preparing food . does individuals listen ?","G.add_edge(' individuals ',' food ',action=' preparing ') newline G.add_edge(' individuals ',' preparing ') newline G.has_edge(' individuals ',' listen ') newline"
"snowboarder wearing orange . does snowboarder wearing ?","G.add_edge(' snowboarder ',' orange ',action=' wearing ') newline G.add_edge(' snowboarder ',' wearing ') newline G.has_edge(' snowboarder ',' wearing ') newline"
"young girls wearing weairng navy . how is girls ? how is navy ?","G.add_edge(' girls ',' wearing ') newline G.add_edge(' girls ',' young ') newline G.add_edge(' navy ',' weairng ') newline G.has_edge(' girls ',' young ') newline G.has_edge(' navy ',' weairng ') newline"
"a man casting out . black guitarist play center . man carrying foliage . is there a man ? how is center ?","G.add_edge(' man ',' out ',action=' casting ') newline G.add_edge(' man ',' casting ') newline G.add_edge(' guitarist ',' play ') newline G.add_edge(' guitarist ',' black ') newline  G.add_edge(' man ',' foliage ',action=' carrying ') newline G.add_edge(' man ',' carrying ') newline G.has_node(' man ') newline "
"a woman some are together . a woman while wearing in jeans . big tan colored dead bull . does woman are ? how is bull ?","G.add_edge(' woman ',' together ',action=' are ') newline G.add_edge(' woman ',' are ') newline G.add_edge(' woman ',' jeans ',action=' wearing ') newline G.add_edge(' woman ',' wearing ') newline G.add_edge(' tan ',' colored ') newline G.add_edge(' tan ',' big ') newline G.add_edge(' bull ',' dead ') newline G.has_edge(' woman ',' are ') newline G.has_edge(' bull ',' dead ') newline"
"men while wearing sunglasses . is there a relation between men and sunglasses ?","G.add_edge(' men ',' sunglasses ',action=' wearing ') newline G.add_edge(' men ',' wearing ') newline G.has_edge(' men ',' sunglasses ') newline"
"kids while doing exercises . is there a kids ?","G.add_edge(' kids ',' exercises ',action=' doing ') newline G.add_edge(' kids ',' doing ') newline G.has_node(' kids ') newline"
"black woman whisking green eggs .","G.add_edge(' woman ',' whisking ') newline G.add_edge(' woman ',' black ') newline G.add_edge(' eggs ',' green ') newline"
"team some wearing red . old man shoveling busy sidewalk . how is sidewalk ?","G.add_edge(' team ',' red ',action=' wearing ') newline G.add_edge(' team ',' wearing ') newline G.add_edge(' man ',' shoveling ') newline G.add_edge(' man ',' old ') newline G.add_edge(' sidewalk ',' busy ') newline G.has_edge(' sidewalk ',' busy ') newline"
"local man wearing big silver .","G.add_edge(' man ',' wearing ') newline G.add_edge(' man ',' local ') newline G.add_edge(' silver ',' big ') newline"
"white truck eating mobile lunch . of children display symbols . adults while playing twister . how is lunch ? is there a relation between children and symbols ? does adults are ?","G.add_edge(' truck ',' eating ') newline G.add_edge(' truck ',' white ') newline G.add_edge(' lunch ',' mobile ') newline G.add_edge(' children ',' symbols ',action=' display ') newline G.add_edge(' children ',' display ') newline G.add_edge(' adults ',' twister ',action=' playing ') newline G.add_edge(' adults ',' playing ') newline G.has_edge(' lunch ',' mobile ') newline G.has_edge(' children ',' symbols ') newline G.has_edge(' adults ',' are ') newline"
"suit on is welding . people while wearing backpacks . man on putting up . is there a people ?","G.add_edge(' suit ',' welding ',action=' is ') newline G.add_edge(' suit ',' is ') newline G.add_edge(' people ',' backpacks ',action=' wearing ') newline G.add_edge(' people ',' wearing ') newline G.add_edge(' man ',' up ',action=' putting ') newline G.add_edge(' man ',' putting ') newline G.has_node(' people ') newline"
"bike while carrying roles . wooden bench wearing protective headphones . woman carrying bags .","G.add_edge(' bike ',' roles ',action=' carrying ') newline G.add_edge(' bike ',' carrying ') newline G.add_edge(' bench ',' wearing ') newline G.add_edge(' bench ',' wooden ') newline G.add_edge(' headphones ',' protective ') newline G.add_edge(' woman ',' bags ',action=' carrying ') newline G.add_edge(' woman ',' carrying ') newline"
"tongue while hanging out . of kids walking down . does tongue hanging ?","G.add_edge(' tongue ',' out ',action=' hanging ') newline G.add_edge(' tongue ',' hanging ') newline G.add_edge(' kids ',' down ',action=' walking ') newline G.add_edge(' kids ',' walking ') newline G.has_edge(' tongue ',' hanging ') newline"
"wooden bear stocking orange hat . of people as looking out . how is bear ? how is hat ? does people launch ?","G.add_edge(' bear ',' stocking ') newline G.add_edge(' bear ',' wooden ') newline G.add_edge(' hat ',' orange ') newline G.add_edge(' people ',' out ',action=' looking ') newline G.add_edge(' people ',' looking ') newline G.has_edge(' bear ',' wooden ') newline G.has_edge(' hat ',' orange ') newline G.has_edge(' people ',' launch ') newline"
"graffiti adorned wall . a woman walks down . with sailboats going down .","G.add_edge(' graffiti ',' wall ',action=' adorned ') newline G.add_edge(' graffiti ',' adorned ') newline G.add_edge(' woman ',' down ',action=' walks ') newline G.add_edge(' woman ',' walks ') newline G.add_edge(' sailboats ',' down ',action=' going ') newline G.add_edge(' sailboats ',' going ') newline"
"boy wearing mr. . woman walking down . clothing looking back . does woman is ? does clothing holds ?","G.add_edge(' boy ',' mr. ',action=' wearing ') newline G.add_edge(' boy ',' wearing ') newline G.add_edge(' woman ',' down ',action=' walking ') newline G.add_edge(' woman ',' walking ') newline G.add_edge(' clothing ',' back ',action=' looking ') newline G.add_edge(' clothing ',' looking ') newline G.has_edge(' woman ',' is ') newline G.has_edge(' clothing ',' holds ') newline"
"girl runs barefoot . a boy another looks backwards . older man wearing pale orange . how is man ? how is orange ?","G.add_edge(' girl ',' barefoot ',action=' runs ') newline G.add_edge(' girl ',' runs ') newline G.add_edge(' boy ',' backwards ',action=' looks ') newline G.add_edge(' boy ',' looks ') newline G.add_edge(' man ',' wearing ') newline G.add_edge(' man ',' older ') newline G.add_edge(' orange ',' pale ') newline G.has_edge(' man ',' older ') newline G.has_edge(' orange ',' pale ') newline"
